id,symbol,signal_type,cancel_reason,signal_ts,decision_ts,signal_price,final_price,price_change_pct,score,final_score,min_score_at_entry,entry_mode_candidate,triggered_count,entry_delay_sec,monitor_attempts,monitor_interval_sec,stabilization_threshold_pct,max_rise_pct,max_entry_drop_pct,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_rsi_5m,f_large_sell_cluster,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,price_15m,price_30m,price_60m,price_15m_ts,price_30m_ts,price_60m_ts,price_min_60m,price_max_60m,synthetic_pnl_pct,would_hit_tp,would_hit_sl,synthetic_close_reason,time_to_tp_sec,time_to_sl_sec,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,adverse_move_pct
1349,KITEUSDT,overheated,score_dropped,2026-05-02T16:51:56.506208+00:00,2026-05-02T16:51:56.506210+00:00,0.15158,0.15168,0.06597176408498269,45.980109591382586,29.7,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,66.93271004246856,0.1459324297510194,1.9116729378454957,0.21082806267352897,7.0,-0.2029372295354115,0.0,0.01476053241719198,0.00659260968453192,0.0,0.0,5e-05,72.8599878749556,5.0,-1.0,0.6915820475625238,0.09232171239668513,0.0,-0.13834903485079106,1.375993587602684,0.00659260968453192,0.01476053241719198,0.10346789688421452,5e-05,0.064234627982154,-0.3,"{""asks"":[[0.15173,10.0],[0.15177,1332.0],[0.15178,814.0],[0.15179,1358.0],[0.1518,1201.0],[0.15181,595.0],[0.15182,1434.0],[0.15183,763.0],[0.15184,1340.0],[0.15185,979.0]],""bids"":[[0.15172,726.0],[0.15171,84.0],[0.15168,521.0],[0.15167,1206.0],[0.15166,3543.0],[0.15165,813.0],[0.15164,1337.0],[0.15163,2197.0],[0.15162,1682.0],[0.15161,1437.0]]}",2054.22,1491.68,0.158646,0.66,0.15156,598.66,0.15193,3128.69,0.15223,0.15368,0.15254,2026-05-02T17:07:26.517227+00:00,2026-05-02T17:22:26.502671+00:00,2026-05-02T17:51:56.529255+00:00,0.15158,0.15368,-1.0,False,True,sl_hit,,1319,0.17158212396359637,-0.3526938175304398,1.33909366510006,0.0,1.4596667168018707,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.45,
1350,TRIAUSDT,early_warning,score_dropped,2026-05-02T16:52:07.518200+00:00,2026-05-02T16:52:07.518202+00:00,0.041808,0.041685,-0.29420206659012177,46.377664597770256,44.0,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,75.99114000715538,1.3533241092293453,0.005283513376593545,0.44039713589781887,30.0,0.15724352301843442,2.0,-54.27980009361164,0.05506542011323185,0.0,0.012578616352213884,5e-05,66.01204494917008,24.0,-0.0,0.7593127342107904,0.3855952738800476,0.0,1.0099057743416155,3.1594016883052682,0.05506542011323185,-54.27980009361164,0.10346789688421452,5e-05,0.10269066993606522,-1.0,"{""asks"":[[0.041772,140.0],[0.041773,120.0],[0.041784,140.0],[0.041785,15560.0],[0.041791,10.0],[0.041796,140.0],[0.041797,270.0],[0.0418,300.0],[0.041803,550.0],[0.041804,270.0]],""bids"":[[0.041771,1270.0],[0.041753,1270.0],[0.041747,430.0],[0.041746,530.0],[0.041742,270.0],[0.041738,270.0],[0.041734,1540.0],[0.04173,270.0],[0.041726,270.0],[0.041725,700.0]]}",284.7,731.26,-0.43954,0.24,0.041734,64.27,0.041785,650.17,0.04136,0.040929,0.04021,2026-05-02T17:07:37.513969+00:00,2026-05-02T17:22:07.859232+00:00,2026-05-02T17:52:07.853315+00:00,0.040164,0.041928,1.0,True,False,tp_hit,689,,1.6442662866116413,0.07664087975236968,-0.9990766150133039,0.0,0.45272090344666804,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.45,
1351,POPCATUSDT,early_warning,score_dropped,2026-05-02T16:52:40.840169+00:00,2026-05-02T16:52:40.840171+00:00,0.06004,0.06006,0.033311125916054604,47.32654878082385,43.9,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,57.3361485752989,0.184265369428887,2.8256477667352193,0.0,7.0,0.2542886659628476,2.0,-14.726357265086623,0.033405712376826664,0.0,0.0,5e-05,65.926807157817,12.0,1.0,0.7795180722891566,0.13769387692976415,2888976.4044,0.5021760964178132,0.4024144869215361,0.033405712376826664,-14.726357265086623,0.10346789688421452,5e-05,0.157701294965917,-1.0,"{""asks"":[[0.05996,7672.0],[0.05997,13312.0],[0.05998,10580.0],[0.05999,42530.0],[0.06,78106.0],[0.06001,18869.0],[0.06002,22950.0],[0.06003,47643.0],[0.06004,24219.0],[0.06005,54430.0]],""bids"":[[0.05992,2181.0],[0.05991,3356.0],[0.0599,4561.0],[0.05989,5343.0],[0.05988,13791.0],[0.05987,16421.0],[0.05986,22492.0],[0.05985,14185.0],[0.05984,16315.0],[0.05983,18551.0]]}",7015.41,19223.08,-0.465258,6.67,0.05978,3085.48,0.06008,6150.15,0.05994,0.06003,0.05939,2026-05-02T17:08:10.828996+00:00,2026-05-02T17:22:40.888835+00:00,2026-05-02T17:52:40.876366+00:00,0.05935,0.06024,1.0,True,False,tp_hit,3510,,1.294798924460341,0.9678678520487196,-0.2301188001005537,-1.2757143634718309,1.1249276682654379,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.45,
1352,VVVUSDT,overheated,score_dropped,2026-05-02T16:54:07.237610+00:00,2026-05-02T16:54:07.237612+00:00,9.2799,9.2797,-0.002155195637879006,49.786832771123386,30.5,45.0,after_monitor,8,30,24,5,0.2,0.8,-0.3,62.00630690044535,0.19096733791452955,6.345340750201207,0.9543277627765023,26.0,0.0029096200883381856,6.0,-57.464238341363796,0.0010776036250560834,0.0,0.35714285714258526,5e-05,57.696341082123354,1.0,-0.0,0.5128865733535105,0.08089892653148201,0.0,0.22031427182893698,0.643041488646472,0.0010776036250560834,-57.464238341363796,0.10346789688421452,5e-05,0.06774411220598575,-0.3,"{""asks"":[[9.2848,8.72],[9.285,18.98],[9.2862,16.12],[9.2863,1.47],[9.2865,2.37],[9.2868,3.0],[9.2871,2.37],[9.2873,6.3],[9.2874,3.0],[9.2876,10.77]],""bids"":[[9.2837,6.35],[9.2834,0.21],[9.282,6.3],[9.2811,3.14],[9.281,6.4],[9.2799,3.08],[9.2798,5.35],[9.2796,0.6],[9.2793,4.23],[9.2792,3.0]]}",358.8,678.82,-0.308409,1.18,9.278,100.02,9.285,176.23,9.2786,9.2412,9.2477,2026-05-02T17:09:07.284974+00:00,2026-05-02T17:24:07.860242+00:00,2026-05-02T17:54:07.882168+00:00,9.2365,9.298,0.34698649769932394,False,False,expired_60m,,,-0.7344014043153908,-1.6654634761929379,-2.4147976295576266,0.0,2.4397026966758344,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.45,
1353,APTUSDT,early_warning,already_open,2026-05-02T16:54:10.020404+00:00,2026-05-02T16:54:10.020408+00:00,1.0042,1.0042,0.0,46.5985905009704,46.5985905009704,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,66.90234894574156,0.2914726120170065,0.0,0.0,11.0,0.10168661664494816,6.0,-5.48290544598086,0.009961647656521293,0.0,0.0,0.0001,65.43641400068896,10.0,1.0,0.6251163776901701,0.08723585806152802,0.0,0.470235117558772,0.11971268954510075,0.009961647656521293,-5.48290544598086,0.10346789688421452,0.0001,-0.028151189681327595,-1.0,"{""asks"":[[1.0039,98.45],[1.004,681.76],[1.0041,2718.41],[1.0042,1917.02],[1.0043,3121.02],[1.0044,2302.24],[1.0045,4981.51],[1.0046,13577.71],[1.0047,5813.93],[1.0048,4930.07]],""bids"":[[1.0038,3398.83],[1.0037,1282.42],[1.0036,2904.99],[1.0035,4205.83],[1.0034,11373.8],[1.0033,10841.35],[1.0032,8040.1],[1.0031,9414.91],[1.003,5165.24],[1.0029,3508.27]]}",60333.61,40323.84,0.198791,1.0,1.0034,11412.47,1.0046,13640.17,1.0007,1.0006,0.9974,2026-05-02T17:09:40.022037+00:00,2026-05-02T17:24:10.046283+00:00,2026-05-02T17:54:10.205526+00:00,0.9959,1.0042,0.6771559450308732,False,False,expired_60m,,,-1.3428320638609348,-0.37819594631489395,0.7882546947239072,0.0,-0.42077128811917475,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.45,
1354,DYDXUSDT,early_warning,score_dropped,2026-05-02T16:57:56.668701+00:00,2026-05-02T16:57:56.668703+00:00,0.15305,0.15329,0.15681149950997583,46.33333333333333,40.4,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,75.40771568491876,0.9435650577573078,0.0,0.0,21.0,-0.17995920887401273,4.0,1.4838071376404889,0.006529759378373437,0.0,0.3846153846153682,9.983e-05,75.27675197108233,28.0,1.0,0.7270967741935483,0.21642526789064936,0.0,1.1633287064577855,2.2681787858572293,0.006529759378373437,1.4838071376404889,0.10346789688421452,9.983e-05,0.2248411651547352,0.3,"{""asks"":[[0.15354,342.9],[0.15355,48.9],[0.15356,303.9],[0.15357,441.2],[0.15358,1151.9],[0.15359,4501.1],[0.1536,5931.7],[0.15361,1926.3],[0.15362,1361.1],[0.15363,1697.1]],""bids"":[[0.15353,23109.0],[0.15348,1063.6],[0.15347,1578.8],[0.15346,1385.8],[0.15345,819.2],[0.15344,1384.8],[0.15343,884.6],[0.15342,2017.4],[0.15341,915.1],[0.1534,1925.9]]}",5385.37,2719.64,0.3289,0.65,0.15353,3547.92,0.15372,1282.18,0.15398,0.15382,0.15463,2026-05-02T17:13:26.677460+00:00,2026-05-02T17:27:56.740661+00:00,2026-05-02T17:57:56.817021+00:00,0.15289,0.15468,-1.0,False,True,sl_hit,,3540,-0.39629200082644683,-0.642806229102192,1.8189402501756917,0.0,0.06334297265484527,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.45,
1355,DYDXUSDT,overheated,score_dropped,2026-05-02T16:59:12.644897+00:00,2026-05-02T16:59:12.644900+00:00,0.15372,0.15358,-0.09107468123861646,50.15171624711207,42.4,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,75.40771568491876,0.9435650577573078,0.5066602362254914,0.0,17.0,-0.17995920887401273,4.0,-36.364498201908866,0.006505969226772063,0.0,0.3846153846153682,9.983e-05,75.27675197108233,40.0,1.0,0.6997989347650782,0.21642526789064936,0.0,1.7541537035811117,2.2681787858572293,0.006505969226772063,-36.364498201908866,0.10346789688421452,9.983e-05,0.2248411651547352,0.3,"{""asks"":[[0.15359,1218.5],[0.15361,122.6],[0.15363,49.0],[0.15364,605.7],[0.15365,1903.1],[0.15366,1159.6],[0.15367,1876.8],[0.15368,1871.5],[0.15369,1462.2],[0.1537,2053.5]],""bids"":[[0.15358,6279.4],[0.15356,48.9],[0.15354,48.9],[0.15353,66.0],[0.15352,1364.6],[0.15351,283.1],[0.1535,1865.5],[0.15349,566.8],[0.15348,801.9],[0.15347,234.2]]}",1774.86,1893.53,-0.032349,0.65,0.15358,964.39,0.15375,375.04,0.15364,0.15351,0.15441,2026-05-02T17:14:42.633804+00:00,2026-05-02T17:29:42.650734+00:00,2026-05-02T17:59:13.144993+00:00,0.15298,0.15465,-0.44886807181888905,False,False,expired_60m,,,-0.3815407917951408,-1.6208835652592266,1.6953202372711975,0.0,0.05346096978052732,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.4,
1356,1000BONKUSDT,overheated,score_dropped,2026-05-02T16:59:23.864990+00:00,2026-05-02T16:59:23.864991+00:00,0.006348,0.006344,-0.06301197227474056,46.17616040468724,40.3,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,68.12341998313664,0.09378498106426052,2.4625359315033597,0.2859229508283751,14.0,0.012558647452402897,2.0,-0.11880701148616289,0.015744312367159456,0.0,5.999999999999132,5e-05,81.38274134033038,6.0,-0.0,0.5549438433671824,0.07058993992077611,0.0,0.17358371469150374,0.8259212198221085,0.015744312367159456,-0.11880701148616289,0.10346789688421452,5e-05,-0.055569564067819904,-1.0,"{""asks"":[[0.006345,88500.0],[0.006346,1345600.0],[0.006347,1023900.0],[0.006348,1262800.0],[0.006349,1926600.0],[0.00635,2815800.0],[0.006351,2071100.0],[0.006352,1581500.0],[0.006353,1521300.0],[0.006354,1678000.0]],""bids"":[[0.006344,1600.0],[0.006343,1818600.0],[0.006342,1298600.0],[0.006341,1459000.0],[0.00634,2041200.0],[0.006339,2337500.0],[0.006338,2051200.0],[0.006337,1679300.0],[0.006336,1700000.0],[0.006335,1745300.0]]}",102261.3,97254.05,0.025097,1.58,0.00633,16513.07,0.006364,33338.45,0.006336,0.006322,0.006301,2026-05-02T17:14:23.880317+00:00,2026-05-02T17:29:23.897411+00:00,2026-05-02T17:59:24.032651+00:00,0.0063,0.006353,0.740390674228106,False,False,expired_60m,,,-0.22782331124738317,-0.09022466187251618,1.6400592557843994,0.0,0.42661161603864356,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.4,
1357,ASTERUSDT,early_warning,already_open,2026-05-02T17:00:20.031400+00:00,2026-05-02T17:00:20.031403+00:00,0.6727,0.6727,0.0,47.67343056144757,47.67343056144757,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,97.0667595322544,0.3011065156549293,1.1810145842171356,0.6197684074656266,16.0,-0.02096864686068848,5.0,-16.070621503959234,0.01486657251170579,0.0,0.6666666666670368,2.866e-05,91.65991411130312,8.0,-0.0,0.8043005223416261,0.05365654877067769,0.0,0.3880017907774863,1.5856236786469275,0.01486657251170579,-16.070621503959234,0.10346789688421452,2.866e-05,0.009626676875606224,-1.0,"{""asks"":[[0.6727,10096.0],[0.6728,7421.0],[0.6729,5112.0],[0.673,9180.0],[0.6731,9304.0],[0.6732,10645.0],[0.6733,15308.0],[0.6734,16168.0],[0.6735,19156.0],[0.6736,18240.0]],""bids"":[[0.6726,37.0],[0.6725,1567.0],[0.6724,5305.0],[0.6723,4688.0],[0.6722,7908.0],[0.6721,8510.0],[0.672,9035.0],[0.6719,7758.0],[0.6718,10340.0],[0.6717,15984.0]]}",47799.83,81213.61,-0.258995,1.49,0.6714,11670.27,0.6739,19316.67,0.67,0.677,0.679,2026-05-02T17:15:50.033751+00:00,2026-05-02T17:30:20.050947+00:00,2026-05-02T18:00:50.032810+00:00,0.6694,0.6791,-0.9365244536940811,False,False,expired_60m,,,-2.357667968709595,-1.4433483997101313,2.1065371594404834,0.0,0.4364553912951495,-0.10589684266261869,-0.43862332695985445,-2.415036328500195,47.44133437422736,0.3277726375603211,0.4,
1358,TACUSDT,overheated,score_dropped,2026-05-02T17:02:15.926455+00:00,2026-05-02T17:02:15.926457+00:00,0.021698,0.021684,-0.0645220757673524,46.1153974212677,38.0,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,63.028414667052076,1.4930342119492934,2.1064295135286177,0.34246893445746684,53.0,0.0457901124192317,2.0,0.0,0.10595416330760668,0.0,1.8500000000000174,0.00124327,65.43092298509401,16.0,-0.0,0.6886210361848428,0.7984364987229611,0.0,1.4683875794986827,10.669348184818489,0.10595416330760668,0.0,-0.048202235155500546,0.00124327,0.004611062501265231,-1.0,"{""asks"":[[0.021658,2390.0],[0.021666,260.0],[0.021672,2260.0],[0.021673,10.0],[0.021676,440.0],[0.021677,430.0],[0.021678,260.0],[0.021679,2900.0],[0.02168,2000.0],[0.021681,4610.0]],""bids"":[[0.02165,10.0],[0.021648,260.0],[0.021642,260.0],[0.021641,120.0],[0.021636,260.0],[0.021632,470.0],[0.02163,770.0],[0.021629,1060.0],[0.021628,550.0],[0.021626,4190.0]]}",171.95,337.26,-0.324643,3.69,0.021622,420.76,0.021687,494.25,0.021456,0.021972,0.020714,2026-05-02T17:17:16.663836+00:00,2026-05-02T17:32:16.678069+00:00,2026-05-02T18:02:16.653164+00:00,0.020687,0.022116,-1.0,True,True,sl_hit,660,120,0.558658298221429,-0.15653411977032483,0.8192984842149069,0.0,1.1134539520927187,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1359,TAOUSDT,overheated,already_open,2026-05-02T17:03:11.591583+00:00,2026-05-02T17:03:11.591585+00:00,277.74,277.74,0.0,47.17962833172784,47.17962833172784,45.0,shadow,7,30,24,5,0.2,0.8,-0.3,71.48107392708829,0.1641665027188165,3.69668647696856,0.6756885251472627,71.0,-0.007951880676115122,1.0,-0.2554481026676556,0.003601462193647346,0.0,0.0,0.0,63.6505259484819,8.0,-0.0,0.719578908069157,0.06629342884506484,0.0,0.17673579801623412,0.09740259740261135,0.003601462193647346,-0.2554481026676556,-0.048202235155500546,-2.809e-05,-0.09248513113119676,-1.0,"{""asks"":[[277.67,0.16],[277.69,1.487],[277.7,1.475],[277.71,0.958],[277.72,3.246],[277.73,8.028],[277.74,2.832],[277.75,6.443],[277.76,14.117],[277.77,5.683]],""bids"":[[277.66,3.051],[277.65,0.028],[277.64,0.969],[277.63,0.038],[277.62,4.266],[277.61,0.968],[277.6,7.305],[277.59,7.467],[277.58,8.628],[277.57,28.601]]}",17021.92,12339.91,0.159459,0.36,277.57,7938.78,277.8,8545.41,278.23,278.22,277.97,2026-05-02T17:18:11.879841+00:00,2026-05-02T17:33:11.870896+00:00,2026-05-02T18:03:11.898593+00:00,276.79,279.04,-0.08281126233168365,False,False,expired_60m,,,-2.4532145845153206,-1.3217425843175368,-1.527043340204116,0.0,-1.9274275845712698,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1360,ZECUSDT,early_warning,already_open,2026-05-02T17:04:48.130426+00:00,2026-05-02T17:04:48.130428+00:00,377.12,377.12,0.0,45.921832513747844,45.921832513747844,45.0,shadow,8,30,24,5,0.2,0.8,-0.3,63.685426077540626,0.03845895834762095,0.11603784365082989,0.0,32.0,0.022801627931078892,2.0,-1.3565487651571908,0.002652062641717185,0.0,5.49999999998721,0.0001,66.81587993022845,44.0,1.0,0.7326606479022855,0.09471034419542526,0.0,0.03183023872679166,0.5204857867342976,0.002652062641717185,-1.3565487651571908,-0.048202235155500546,0.0001,0.037126735715843316,-1.0,"{""asks"":[[377.07,0.5],[377.08,0.04],[377.09,3.1],[377.1,0.02],[377.11,0.04],[377.12,0.71],[377.13,0.98],[377.14,0.16],[377.15,1.07],[377.16,1.99]],""bids"":[[377.06,25.4],[377.05,2.35],[377.04,0.02],[377.03,4.73],[377.02,0.04],[377.01,4.32],[377.0,3.53],[376.99,3.02],[376.98,5.32],[376.97,3.63]]}",19741.3,3247.01,0.717508,0.27,377.06,9577.32,377.24,4055.33,376.7,378.61,376.87,2026-05-02T17:19:48.143296+00:00,2026-05-02T17:34:48.143113+00:00,2026-05-02T18:04:48.839202+00:00,376.06,379.73,0.06629189647857445,False,False,expired_60m,,,-1.8678306610438205,0.41327384584433324,1.822701381295835,0.0,1.2074568862807837,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1361,1000LUNCUSDT,early_warning,score_dropped,2026-05-02T17:08:30.250154+00:00,2026-05-02T17:08:30.250156+00:00,0.07938,0.07928,-0.12597631645251053,45.17022030780774,31.1,45.0,after_monitor,7,30,24,5,0.2,0.8,-0.3,70.20329556237726,0.5762353603519258,0.0,0.0,4.0,-0.04883827354394332,1.0,-18.93230644518336,0.012598425196862993,0.0,0.0,0.0001,65.8277536682802,13.0,1.0,0.7837209302325581,0.2162056317684675,0.0,0.21461936624164055,2.489680082559341,0.012598425196862993,-18.93230644518336,-0.048202235155500546,0.0001,0.4698441607608199,-1.0,"{""asks"":[[0.07937,64.0],[0.07938,71.0],[0.07939,692.0],[0.0794,5877.0],[0.07941,3729.0],[0.07942,2797.0],[0.07943,3974.0],[0.07944,5118.0],[0.07945,3821.0],[0.07946,7025.0]],""bids"":[[0.07936,867.0],[0.07935,3872.0],[0.07934,4727.0],[0.07933,2079.0],[0.07932,4283.0],[0.07931,1711.0],[0.0793,1781.0],[0.07929,4984.0],[0.07928,15672.0],[0.07927,14504.0]]}",4320.07,2634.56,0.242358,1.26,0.07917,2403.28,0.07947,1361.0,0.07891,0.07885,0.07959,2026-05-02T17:24:00.291910+00:00,2026-05-02T17:38:30.337604+00:00,2026-05-02T18:08:30.761480+00:00,0.07859,0.07968,-0.2645502645502494,False,False,expired_60m,,,-0.7931145142125623,-1.0190133652240647,-1.772252145601606,0.0,2.7913880960664166,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1362,AIXBTUSDT,early_warning,score_dropped,2026-05-02T17:11:52.087746+00:00,2026-05-02T17:11:52.087750+00:00,0.034469,0.03467,0.5831326699353035,45.042103914125306,44.2,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,68.73121414557033,0.931126192723481,0.0,0.0,5.0,-0.13468128312819747,4.0,6.056262060417976,0.092619392185231,0.0,1.4545454545452539,5e-05,68.97535101707899,13.0,1.0,0.5967225392226628,0.4115357684772493,0.0,0.4400023311381734,2.9563403367605416,0.092619392185231,6.056262060417976,-0.048202235155500546,5e-05,0.07603154617970583,0.3,"{""asks"":[[0.034688,3250.0],[0.034694,1620.0],[0.034695,3250.0],[0.034697,1620.0],[0.034699,2130.0],[0.0347,2310.0],[0.034701,810.0],[0.034702,3250.0],[0.034703,2010.0],[0.034704,810.0]],""bids"":[[0.034661,30.0],[0.034656,2890.0],[0.034655,6580.0],[0.034653,600.0],[0.034652,1410.0],[0.034651,600.0],[0.03465,1270.0],[0.034649,2270.0],[0.034648,1440.0],[0.034647,600.0]]}",613.01,730.73,-0.087606,7.79,0.034655,228.03,0.034709,249.21,0.03472,0.034821,0.034994,2026-05-02T17:26:52.133882+00:00,2026-05-02T17:41:52.386910+00:00,2026-05-02T18:11:52.417255+00:00,0.034469,0.03569,-1.0,False,True,sl_hit,,239,-0.6520313164544314,-0.4451939345255529,-2.904391424754284,0.0,-0.6190925976138167,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1363,HUSDT,overheated,score_dropped,2026-05-02T17:14:26.467906+00:00,2026-05-02T17:14:26.467908+00:00,0.19149,0.19147,-0.010444409629741629,46.717570698674166,37.4,45.0,after_monitor,6,30,24,5,0.2,0.8,-0.3,71.28081435445557,0.6121421423007829,3.2061080479926165,0.33700855937086943,48.0,-0.06342167971849358,4.0,-6.998700373177659,0.0052231594891657285,0.0,0.0,5e-05,67.29208386426438,20.0,-0.0,0.7495412844036697,0.222458831852547,0.0,1.1836195508586482,2.0942688805570415,0.0052231594891657285,-6.998700373177659,-0.048202235155500546,5e-05,0.047403393331417604,-1.0,"{""asks"":[[0.19066,270.0],[0.19073,590.0],[0.19074,480.0],[0.19075,1110.0],[0.19076,1590.0],[0.19077,880.0],[0.19078,1550.0],[0.19079,880.0],[0.1908,2400.0],[0.19081,4700.0]],""bids"":[[0.19064,570.0],[0.1906,750.0],[0.19059,710.0],[0.19058,870.0],[0.19057,1100.0],[0.19056,1130.0],[0.19055,910.0],[0.19054,1480.0],[0.19053,720.0],[0.19052,1340.0]]}",1825.58,2756.81,-0.203221,1.05,0.19042,1073.97,0.1909,1382.12,0.19217,0.19189,,2026-05-02T17:29:56.451960+00:00,2026-05-02T17:44:26.498271+00:00,,,,,False,False,no_data,,,-0.528394526064999,-0.5186931623185989,1.758428374881784,0.0,0.24401404156779874,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1364,MUSDT,overheated,score_dropped,2026-05-02T17:14:37.513100+00:00,2026-05-02T17:14:37.513102+00:00,3.0504,3.0541,0.12129556779439611,46.967088937425736,38.6,45.0,after_monitor,8,30,24,5,0.2,0.8,-0.3,61.207139442493954,0.06351565075131106,3.227063169086523,0.0,38.0,-0.17890356000465957,0.0,-32.429847477733674,0.009814666383123515,0.0,2.727272727272813,0.00081102,64.64555571502555,62.0,-0.0,0.7678534031413613,0.1924053397574644,38396329.2104,0.0,1.499783844900407,0.009814666383123515,-32.429847477733674,-0.048202235155500546,0.00081102,-0.10256899106339988,1.0,"{""asks"":[[3.0572,16.0],[3.0577,3.0],[3.058,24.0],[3.0581,7.0],[3.0582,36.0],[3.0583,41.0],[3.0584,59.0],[3.0585,114.0],[3.0587,39.0],[3.0588,21.0]],""bids"":[[3.0571,5.0],[3.0568,50.0],[3.0566,5.0],[3.0563,20.0],[3.0562,7.0],[3.056,24.0],[3.0558,74.0],[3.0556,147.0],[3.0555,156.0],[3.0554,30.0]]}",1582.89,1101.01,0.179545,0.33,3.0545,4270.19,3.0585,348.67,3.0508,3.0552,,2026-05-02T17:29:37.875498+00:00,2026-05-02T17:44:37.931470+00:00,,,,,False,False,no_data,,,-1.0734951097829484,-0.04190598719494194,-2.283630952628826,0.3900364201559572,-3.1250522862980037,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
1365,BEATUSDT,early_warning,score_dropped,2026-05-02T17:14:48.196693+00:00,2026-05-02T17:14:48.196697+00:00,0.61097,0.60979,-0.19313550583497696,46.92653550120433,28.8,45.0,after_monitor,5,30,24,5,0.2,0.8,-0.3,60.28518674849583,0.44482037966672566,0.0,0.0,21.0,0.16849274127877187,2.0,-32.50131597427199,0.10474803188267794,0.0,0.774509803921511,0.00055351,70.0431373725061,12.0,1.0,0.6260457658982757,0.3838606616777732,0.0,0.11142243851284045,1.9627478469857789,0.10474803188267794,-32.50131597427199,-0.048202235155500546,0.00055351,0.11749773606948696,-0.3,"{""asks"":[[0.61165,32.0],[0.61168,163.0],[0.61171,264.0],[0.61181,80.0],[0.61182,251.0],[0.61186,63.0],[0.6119,25.0],[0.61191,20.0],[0.61195,188.0],[0.61196,47.0]],""bids"":[[0.61081,266.0],[0.61072,42.0],[0.6107,246.0],[0.61063,144.0],[0.61059,25.0],[0.61058,20.0],[0.61057,144.0],[0.61055,25.0],[0.61052,45.0],[0.61049,20.0]]}",596.63,693.17,-0.074846,13.74,0.61081,162.48,0.61198,201.34,0.61525,0.61084,,2026-05-02T17:30:18.204708+00:00,2026-05-02T17:44:48.261668+00:00,,,,,False,False,no_data,,,0.6983747297646806,-0.12971349314899877,-1.789386229867474,0.0,1.1678338410535052,-0.14354733039000966,-0.43862332695985445,-2.415036328500195,34.289661056738694,0.30946756763430155,0.4,
